video_id,channelTitle,title,description,tags,publishedAt,viewCount,likeCount,favouriteCount,commentCount,duration,definition,caption
OeVE-8CIzys,Hitesh Choudhary,How conversion works in javascript | 3 conversion algo,"In case you are interested in getting a full stack live course (live + pro recorded videos) here is the link, use code HITESH10 for additional 10% off
https://courses.ineuron.ai/Full-Stack-Javascript-Web-Developer


Link to my programming Video Library:
https://courses.LearnCodeOnline.in/learn

Pick best UI color for your projects:
https://UIColorPicker.com

Desktop: https://amzn.to/2GZ0C46
Laptop that I use: https://amzn.to/2Goui9Q
Wallpaper: https://imgur.com/a/FYHfk

Facebook: https://www.facebook.com/HiteshChoudharyPage
Instagram: https://instagram.com/hiteshchoudharyofficial
homepage: http://www.hiteshChoudhary.com
Download LearnCodeOnline.in  app from Google play store and Apple App store
https://play.google.com/store/apps/details?id=in.learncodeonline.lco

Disclaimer:
It doesn't feel good to have a disclaimer in every video but this is how the world is right now. 
All videos are for educational purpose and use them wisely. Any video may have a slight mistake, please take decisions based on your research. This video is not forcing anything on you.

All Amazon links are affiliate links (If any).","['javascript', 'learn js', 'react', 'nodejs', 'machine learning', 'ai']",2022-06-28T14:30:13Z,4563,242,,41,PT15M10S,hd,false
GrF_CJRCDsk,Hitesh Choudhary,Inviting all Javascript developers | NativeBase Hackathon,"Registration form to register for 
https://nativebase.io/hackathon

Link to my programming Video Library:
https://courses.LearnCodeOnline.in/learn

Pick best UI color for your projects:
https://UIColorPicker.com

Desktop: https://amzn.to/2GZ0C46
Laptop that I use: https://amzn.to/2Goui9Q
Wallpaper: https://imgur.com/a/FYHfk

Facebook: https://www.facebook.com/HiteshChoudharyPage
Instagram: https://instagram.com/hiteshchoudharyofficial
homepage: http://www.hiteshChoudhary.com
Download LearnCodeOnline.in  app from Google play store and Apple App store
https://play.google.com/store/apps/details?id=in.learncodeonline.lco

Disclaimer:
It doesn't feel good to have a disclaimer in every video but this is how the world is right now. 
All videos are for educational purpose and use them wisely. Any video may have a slight mistake, please take decisions based on your research. This video is not forcing anything on you.

All Amazon links are affiliate links (If any).","['Programming', 'javascript', 'react', 'nativebase', 'react native', 'geekyants']",2022-06-27T17:35:16Z,6900,433,,49,PT3M24S,hd,false
ZdfPSolb1fs,Hitesh Choudhary,Javascript Marathon | Conversion Confusion,"Welcome to another episode of javascript marathon.
https://courses.ineuron.ai/JavaScript-Marathon",,2022-06-27T15:33:24Z,7270,593,,50,PT55M20S,hd,false
PFrOxB5NyJw,Hitesh Choudhary,Javascript Marathon | Symbols and Global Objects,"Welcome to another episode of Javascript marathon. We are going all indepth of Javascript with this marathon. Goal of this series is to make you pro in JS. In this video, we will learn about booleans, Symbols and Global objects in Javascript. 
In case you are looking for Paid Job guarantee course:
https://courses.ineuron.ai/Full-Stack-Javascript-Web-Developer
use Code: HITESH10 for additional 10% off.","['javascript', 'learn js', 'symbols in JS', 'react', 'machine learning']",2022-06-21T15:20:50Z,9831,528,,26,PT46M29S,hd,false
Yz1CsZVS6FQ,Hitesh Choudhary,Javascript Marathon | Strings and Regex,"Welcome to another Day for Javascript Marathon.
Where I am teaching javascript in depth, Live on youtube.
Spend daily 1 hour with me and be a master in javascript. 
You will be able to crack interviews too. 

For last classses and code files:
https://courses.ineuron.ai/JavaScript-Marathon",,2022-06-20T15:23:41Z,11537,730,,24,PT47M35S,hd,false
c_x9izckxBk,Hitesh Choudhary,Hackathon by iNeuron | Official Partner JetBrains | Technology Partner Touchlab,"Link to my programming Video Library:
https://courses.LearnCodeOnline.in/learn

Pick best UI color for your projects:
https://UIColorPicker.com

Desktop: https://amzn.to/2GZ0C46
Laptop that I use: https://amzn.to/2Goui9Q
Wallpaper: https://imgur.com/a/FYHfk

Facebook: https://www.facebook.com/HiteshChoudharyPage
Instagram: https://instagram.com/hiteshchoudharyofficial
homepage: http://www.hiteshChoudhary.com
Download LearnCodeOnline.in  app from Google play store and Apple App store
https://play.google.com/store/apps/details?id=in.learncodeonline.lco

Disclaimer:
It doesn't feel good to have a disclaimer in every video but this is how the world is right now. 
All videos are for educational purpose and use them wisely. Any video may have a slight mistake, please take decisions based on your research. This video is not forcing anything on you.

All Amazon links are affiliate links (If any).",,2022-06-19T10:38:39Z,6491,225,,6,PT34M17S,hd,false
rj0L3XBo8Jg,Hitesh Choudhary,That’s one great memory 😁,,,2022-06-18T17:44:17Z,21234,726,,20,PT19S,hd,false
KaND-BQ62II,Hitesh Choudhary,Live hackathon with jetbrains,"Link to my programming Video Library:
https://courses.LearnCodeOnline.in/learn

Pick best UI color for your projects:
https://UIColorPicker.com

Desktop: https://amzn.to/2GZ0C46
Laptop that I use: https://amzn.to/2Goui9Q
Wallpaper: https://imgur.com/a/FYHfk

Facebook: https://www.facebook.com/HiteshChoudharyPage
Instagram: https://instagram.com/hiteshchoudharyofficial
homepage: http://www.hiteshChoudhary.com
Download LearnCodeOnline.in  app from Google play store and Apple App store
https://play.google.com/store/apps/details?id=in.learncodeonline.lco

Disclaimer:
It doesn't feel good to have a disclaimer in every video but this is how the world is right now. 
All videos are for educational purpose and use them wisely. Any video may have a slight mistake, please take decisions based on your research. This video is not forcing anything on you.

All Amazon links are affiliate links (If any).",,2022-06-18T07:25:14Z,5528,119,,1,PT25M27S,hd,false
4TETGIyvfS4,Hitesh Choudhary,Hackathon with jetbrains,"Link to my programming Video Library:
https://courses.LearnCodeOnline.in/learn

Pick best UI color for your projects:
https://UIColorPicker.com

Desktop: https://amzn.to/2GZ0C46
Laptop that I use: https://amzn.to/2Goui9Q
Wallpaper: https://imgur.com/a/FYHfk

Facebook: https://www.facebook.com/HiteshChoudharyPage
Instagram: https://instagram.com/hiteshchoudharyofficial
homepage: http://www.hiteshChoudhary.com
Download LearnCodeOnline.in  app from Google play store and Apple App store
https://play.google.com/store/apps/details?id=in.learncodeonline.lco

Disclaimer:
It doesn't feel good to have a disclaimer in every video but this is how the world is right now. 
All videos are for educational purpose and use them wisely. Any video may have a slight mistake, please take decisions based on your research. This video is not forcing anything on you.

All Amazon links are affiliate links (If any).",,2022-06-18T05:40:11Z,7161,231,,10,PT7M52S,hd,false
g-0k8syANzI,Hitesh Choudhary,Javascript Marathon | Mystery of numbers,"Welcome to another Live for javascript Marathon. In today's live we will learn about numbers and will understand why javascript behaves differently with numbers. 

Also, there is a job guarantee JS bootcamp coming up:
https://bit.ly/38vmTZs
use code HITESH10 to get additional 10% off, if you are interested to grind and master JS and it's frameworks.",,2022-06-17T15:19:31Z,15021,890,,43,PT45M47S,hd,false
5munbjM0WEU,Hitesh Choudhary,Campus Tech Leader | 10K INR stipend,"Join in for campus leader program:
https://forms.gle/4RmA13E1537FHpVQ6
To join my full stack javascript job guarantee bootcamp:
http://hc.lco.dev/jscamp

Link to my programming Video Library:
https://courses.LearnCodeOnline.in/learn

Pick best UI color for your projects:
https://UIColorPicker.com

Desktop: https://amzn.to/2GZ0C46
Laptop that I use: https://amzn.to/2Goui9Q
Wallpaper: https://imgur.com/a/FYHfk

Facebook: https://www.facebook.com/HiteshChoudharyPage
Instagram: https://instagram.com/hiteshchoudharyofficial
homepage: http://www.hiteshChoudhary.com
Download LearnCodeOnline.in  app from Google play store and Apple App store
https://play.google.com/store/apps/details?id=in.learncodeonline.lco

Disclaimer:
It doesn't feel good to have a disclaimer in every video but this is how the world is right now. 
All videos are for educational purpose and use them wisely. Any video may have a slight mistake, please take decisions based on your research. This video is not forcing anything on you.

All Amazon links are affiliate links (If any).","['Programming', 'python', 'javascript', 'campus leader', 'iNeuron', 'jobs', 'reactjs', 'machine learning', 'ai']",2022-06-17T12:45:00Z,8159,621,,34,PT5M11S,hd,false
-1rEsrEau7I,Hitesh Choudhary,Javascript Marathon - Day 1 | Introduction and lexical structure,"Get started with Javascript marathon.
This is a live session on youtube. If you join in late, that's on you. Please try to join in and watch the teaching part first. Once the class is over, I will have a doubt session to answer your doubts.
Please avoid quesitons like, Will you teach XYZ, or compare flutter vs React Native. 
All exercise files, code files and upcoming quizes are available at:
https://courses.ineuron.ai/JavaScript-Marathon","['javascript marathon', 'javascript', 'learn data structures in javascript']",2022-06-16T15:40:26Z,52117,3256,,106,PT1H5M4S,hd,false
_gg5_gFP0gQ,Hitesh Choudhary,Javascript marathon | Live classes on youtube,"For course assets such as code files and study material, please join here for free:
https://courses.ineuron.ai/JavaScript-Marathon

Link to my programming Video Library:
https://courses.LearnCodeOnline.in/learn

Pick best UI color for your projects:
https://UIColorPicker.com

Desktop: https://amzn.to/2GZ0C46
Laptop that I use: https://amzn.to/2Goui9Q
Wallpaper: https://imgur.com/a/FYHfk

Facebook: https://www.facebook.com/HiteshChoudharyPage
Instagram: https://instagram.com/hiteshchoudharyofficial
homepage: http://www.hiteshChoudhary.com
Download LearnCodeOnline.in  app from Google play store and Apple App store
https://play.google.com/store/apps/details?id=in.learncodeonline.lco

Disclaimer:
It doesn't feel good to have a disclaimer in every video but this is how the world is right now. 
All videos are for educational purpose and use them wisely. Any video may have a slight mistake, please take decisions based on your research. This video is not forcing anything on you.

All Amazon links are affiliate links (If any).","['Programming', 'LearnCodeOnline', 'javascript', 'javascript projects', 'full stack development']",2022-06-15T12:53:45Z,16990,1234,,90,PT4M14S,hd,false
F-mzvrYOtP4,Hitesh Choudhary,Jetbrains Hackathon is here | Cash prizes,"We have added some more prizes from iNeuron side.
200,000 INR for 1st
100,000 INR for 2nd
50,000 for 3rd

Signup here:
https://docs.google.com/forms/d/1JY7tIcD8cX4GKjVbUvlyj5-lR6Lgw9IJZgS1w1q3ybI/edit?ts=62a0b755

Link to my programming Video Library:
https://courses.LearnCodeOnline.in/learn

Pick best UI color for your projects:
https://UIColorPicker.com

Desktop: https://amzn.to/2GZ0C46
Laptop that I use: https://amzn.to/2Goui9Q
Wallpaper: https://imgur.com/a/FYHfk

Facebook: https://www.facebook.com/HiteshChoudharyPage
Instagram: https://instagram.com/hiteshchoudharyofficial
homepage: http://www.hiteshChoudhary.com
Download LearnCodeOnline.in  app from Google play store and Apple App store
https://play.google.com/store/apps/details?id=in.learncodeonline.lco

Disclaimer:
It doesn't feel good to have a disclaimer in every video but this is how the world is right now. 
All videos are for educational purpose and use them wisely. Any video may have a slight mistake, please take decisions based on your research. This video is not forcing anything on you.

All Amazon links are affiliate links (If any).","['Programming', 'python', 'javascript', 'jetbrains', 'kotlin', 'kotlin mobile']",2022-06-14T11:37:22Z,7212,396,,52,PT4M8S,hd,false
b595GUmBOQ4,Hitesh Choudhary,That’s how we roll at Hackathon @iNeuron Intelligence,,,2022-06-14T10:36:32Z,6584,194,,11,PT42S,hd,false
jwABH7Eoa-Y,Hitesh Choudhary,Cross-platform mobile development with Kotlin,"Announcing Hackathon with Jetbrains:
https://docs.google.com/forms/d/1JY7tIcD8cX4GKjVbUvlyj5-lR6Lgw9IJZgS1w1q3ybI/edit?ts=62a0b755

Below are some handy links to get you started on your Kotlin Journey

Get started with Kotlin - https://kotlinlang.org/docs/getting-started.html

Get Started with Kotlin Multiplatform Mobile - https://kotlinlang.org/docs/multiplatform-mobile-getting-started.html

See how mobile teams all over the world are using Kotlin to simplify their development efforts -  https://kotlinlang.org/lp/mobile/case-studies/",,2022-06-13T14:37:16Z,7720,376,,7,PT50M22S,hd,false
